0;-1.5708;0;-1.5708;0;0;0
0.0124814;-1.57657;0.00452021;-1.58212;0;0.0104596;0
0.0249752;-1.58225;0.00890804;-1.59341;-8.30079e-05;0.0206957;0
0.0375921;-1.58805;0.0132489;-1.60466;-0.000248501;0.0310768;0
0.0496967;-1.59344;0.0170271;-1.61524;-0.000483631;0.042505;0
0.0624361;-1.59921;0.0211704;-1.62645;-0.000812826;0.0526995;0
0.0749443;-1.60473;0.0249853;-1.63734;-0.00120553;0.062522;0
0.0875993;-1.61037;0.0287981;-1.64826;-0.00168373;0.0720882;0
0.0999355;-1.61574;0.0322199;-1.65873;-0.00220656;0.0825877;0
0.11258;-1.62133;0.0357421;-1.6694;-0.00278613;0.0929668;0
0.124853;-1.62661;0.0388285;-1.67957;-0.00380105;0.103959;0
0.137142;-1.63184;0.0417959;-1.68968;-0.00449914;0.115559;0
0.140742;-1.63664;0.0380302;-1.68855;-0.0112047;0.186051;0
0.142828;-1.63954;0.0333125;-1.6865;-0.0233204;0.253386;0
0.144987;-1.64253;0.029055;-1.68495;-0.0363208;0.321169;0
0.145526;-1.6435;0.0236526;-1.68239;-0.0479482;0.386771;0
0.146475;-1.64497;0.0191481;-1.68025;-0.0646593;0.447395;0
0.148011;-1.64715;0.0157988;-1.67943;-0.0874886;0.508979;0
0.148054;-1.64748;0.0116207;-1.67777;-0.109828;0.567298;0
0.148059;-1.64776;0.00786433;-1.67664;-0.133472;0.625837;0
0.147566;-1.64739;0.00403676;-1.67538;-0.157158;0.681671;0
0.146518;-1.64629;0.000396827;-1.67439;-0.183687;0.735466;0
0.145025;-1.64467;-0.00297017;-1.67406;-0.212844;0.791156;0
0.144447;-1.64414;-0.00518925;-1.67462;-0.243164;0.845099;0
0.142221;-1.64154;-0.00911481;-1.6737;-0.267729;0.899706;0
0.139953;-1.63883;-0.0121541;-1.67393;-0.297388;0.953591;0
0.136067;-1.63409;-0.0172377;-1.67243;-0.320023;1.00949;0
0.13294;-1.63025;-0.020192;-1.67311;-0.35292;1.06215;0
0.129159;-1.62549;-0.0236644;-1.67358;-0.384296;1.11602;0
0.12456;-1.61964;-0.0279849;-1.67352;-0.413096;1.17161;0
0.118885;-1.61233;-0.0334123;-1.67277;-0.43933;1.22875;0
0.112476;-1.60385;-0.039382;-1.67198;-0.466918;1.28549;0
0.12182;-1.60577;-0.0385292;-1.68034;-0.469519;1.29804;0
0.116007;-1.59797;-0.0424805;-1.68266;-0.507403;1.35812;0
0.109056;-1.58849;-0.0481708;-1.68394;-0.540403;1.42122;0
0.100777;-1.57709;-0.0546042;-1.68514;-0.57628;1.48209;0
0.0912618;-1.56369;-0.0631115;-1.68587;-0.608823;1.54864;0
0.0817961;-1.54994;-0.0723203;-1.68761;-0.639892;1.62038;0
0.0722033;-1.53566;-0.0806329;-1.69151;-0.681175;1.68698;0
0.063497;-1.52218;-0.0887757;-1.69792;-0.723668;1.74977;0
0.0514517;-1.50325;-0.104351;-1.69852;-0.743468;1.82163;0
0.0420053;-1.48781;-0.120505;-1.70067;-0.75013;1.88538;0
0.035347;-1.47645;-0.133298;-1.70637;-0.763284;1.93566;0
0.0270994;-1.46223;-0.147715;-1.7111;-0.778265;1.98908;0
0.0276184;-1.46241;-0.150161;-1.72422;-0.798605;1.98694;0
0.0233951;-1.45465;-0.16307;-1.72946;-0.790021;2.01517;0
0.0255001;-1.45755;-0.170098;-1.73568;-0.759218;2.00071;0
0.0273685;-1.46007;-0.16829;-1.75051;-0.789076;1.98762;0
0.0290683;-1.46221;-0.172074;-1.76038;-0.783039;1.97572;0
0.0315033;-1.4656;-0.172382;-1.77264;-0.791714;1.95915;0
0.0282725;-1.45946;-0.182484;-1.77854;-0.783421;1.97778;0
0.0303397;-1.4622;-0.186511;-1.78653;-0.766283;1.96111;0
0.0284017;-1.45815;-0.189396;-1.798;-0.789776;1.96782;0
0.0284452;-1.4574;-0.192023;-1.80824;-0.796657;1.96244;0
0.0305876;-1.46023;-0.190972;-1.82;-0.807294;1.94164;0
0.0267107;-1.45289;-0.198946;-1.8269;-0.807896;1.95857;0
0.027821;-1.45389;-0.197423;-1.83937;-0.824825;1.94124;0
0.023339;-1.44532;-0.206858;-1.84477;-0.817464;1.95967;0
0.0205873;-1.43964;-0.215258;-1.84991;-0.80159;1.96883;0
0.0147031;-1.42842;-0.227817;-1.85215;-0.779195;1.99113;0
0.0141639;-1.42645;-0.232152;-1.85974;-0.769232;1.98486;0
0.0109516;-1.41972;-0.238279;-1.86747;-0.768969;1.99383;0
0.0110695;-1.41881;-0.234918;-1.88046;-0.797505;1.97786;0
0.00569216;-1.40808;-0.243553;-1.88696;-0.796003;1.99839;0
0.00231702;-1.40069;-0.250107;-1.89392;-0.790569;2.00633;0
-0.00211066;-1.3913;-0.256789;-1.90161;-0.793115;2.02048;0
-0.000250303;-1.39349;-0.252219;-1.91376;-0.810558;1.99258;0
-0.00397671;-1.38528;-0.256655;-1.923;-0.819519;2.00056;0
-0.00600626;-1.38006;-0.262117;-1.92964;-0.805903;1.99711;0
-0.0072546;-1.37623;-0.263092;-1.93993;-0.81466;1.98757;0
-0.00865644;-1.37203;-0.263814;-1.95034;-0.825042;1.97839;0
-0.0139706;-1.36018;-0.271549;-1.95716;-0.822913;1.99307;0
-0.0218511;-1.34306;-0.282647;-1.96206;-0.817886;2.02152;0
-0.025794;-1.3334;-0.288703;-1.96995;-0.815878;2.02746;0
-0.030967;-1.32095;-0.29354;-1.97949;-0.830697;2.03949;0
-0.0365907;-1.30742;-0.303113;-1.98458;-0.818013;2.05319;0
-0.0377242;-1.30305;-0.304682;-1.99369;-0.818366;2.03813;0
-0.0410321;-1.29388;-0.307205;-2.00398;-0.832237;2.03665;0
-0.0484818;-1.27556;-0.31838;-2.0087;-0.823882;2.06064;0
-0.0546413;-1.25939;-0.32798;-2.01492;-0.818349;2.07765;0
-0.0579572;-1.2494;-0.33132;-2.02432;-0.826534;2.0751;0
-0.0636275;-1.23371;-0.340625;-2.03056;-0.819601;2.08827;0
-0.0667218;-1.22373;-0.346194;-2.03724;-0.811052;2.08271;0
-0.0730534;-1.20569;-0.355628;-2.04378;-0.809773;2.10003;0
-0.077493;-1.1918;-0.359656;-2.05309;-0.824659;2.10265;0
-0.0810563;-1.17965;-0.36352;-2.06195;-0.833264;2.09992;0
-0.0861613;-1.16336;-0.370126;-2.06986;-0.839479;2.10838;0
-0.0912501;-1.14656;-0.378132;-2.07684;-0.838821;2.11731;0
-0.0962063;-1.12956;-0.385652;-2.0837;-0.839442;2.12497;0
-0.100579;-1.11361;-0.392655;-2.09085;-0.839665;2.12895;0
-0.104487;-1.09863;-0.398555;-2.09796;-0.841763;2.12819;0
-0.108406;-1.08302;-0.404836;-2.1049;-0.842767;2.12786;0
-0.111891;-1.06822;-0.410801;-2.11117;-0.841049;2.12411;0
-0.115482;-1.05269;-0.417069;-2.1175;-0.840372;2.12152;0
-0.118689;-1.03784;-0.422669;-2.12374;-0.840085;2.11636;0
-0.12161;-1.02336;-0.42797;-2.1298;-0.8395;2.10841;0
-0.12397;-1.01007;-0.432253;-2.13558;-0.83939;2.09539;0
-0.126225;-0.997047;-0.436989;-2.14041;-0.835263;2.08138;0
-0.128086;-0.984743;-0.441283;-2.14527;-0.832367;2.06431;0
-0.129809;-0.972525;-0.445788;-2.14987;-0.827308;2.04635;0
-0.131253;-0.96113;-0.449935;-2.15417;-0.822445;2.02503;0
-0.132603;-0.949888;-0.453559;-2.15878;-0.820056;2.00265;0
-0.133715;-0.938837;-0.457292;-2.16372;-0.818125;1.97915;0
-0.134502;-0.928926;-0.460738;-2.16817;-0.815304;1.95267;0
-0.135393;-0.918148;-0.464653;-2.17322;-0.816153;1.92776;0
-0.13598;-0.908352;-0.468442;-2.17729;-0.811589;1.8989;0
-0.136491;-0.89861;-0.472365;-2.18148;-0.809028;1.87087;0
-0.137027;-0.888606;-0.476622;-2.18579;-0.80749;1.8434;0
-0.137472;-0.878545;-0.48111;-2.19002;-0.806205;1.81518;0
-0.137682;-0.869397;-0.485585;-2.19342;-0.80118;1.7845;0
-0.13795;-0.85957;-0.4904;-2.19729;-0.799295;1.75513;0
-0.138067;-0.850047;-0.495077;-2.20119;-0.798363;1.72517;0
-0.138064;-0.840722;-0.499767;-2.2049;-0.796253;1.69279;0
-0.138053;-0.831266;-0.505247;-2.20801;-0.792784;1.66054;0
-0.137961;-0.821533;-0.510669;-2.21157;-0.789858;1.62784;0
-0.137721;-0.812369;-0.5163;-2.21441;-0.785659;1.5935;0
-0.137568;-0.802189;-0.522978;-2.21731;-0.782416;1.56186;0
-0.137301;-0.792309;-0.529574;-2.22011;-0.779206;1.5289;0
-0.136998;-0.782011;-0.53615;-2.22344;-0.777463;1.49671;0
-0.136608;-0.77173;-0.543057;-2.22647;-0.774862;1.46299;0
