0.974622;0.965213;0.933614
0.970433;0.961824;0.933614
0.96622;0.958392;0.933614
0.961981;0.954911;0.933614
0.957754;0.951614;0.933614
0.953505;0.948178;0.933614
0.949206;0.944588;0.933614
0.944953;0.94125;0.933614
0.940673;0.937853;0.933614
0.936383;0.934439;0.933614
0.932087;0.931078;0.933614
0.92775;0.927544;0.933614
0.923435;0.924048;0.933614
0.919127;0.920715;0.933614
0.914822;0.917436;0.933614
0.910528;0.914166;0.933614
0.906209;0.910842;0.933614
0.901888;0.907545;0.933614
0.897596;0.904373;0.933614
0.893259;0.901022;0.933614
0.888938;0.897687;0.933614
0.884614;0.894358;0.933614
0.880345;0.891268;0.933614
0.876029;0.888155;0.933614
0.871719;0.884935;0.933614
0.867418;0.881776;0.933614
0.863131;0.878693;0.933614
0.85888;0.875789;0.933614
0.854628;0.872794;0.933614
0.850395;0.869922;0.933614
0.846139;0.86708;0.933614
0.841914;0.864187;0.933614
0.837692;0.861371;0.933614
0.833477;0.858633;0.933614
0.829288;0.855944;0.933614
0.825077;0.853202;0.933614
0.820858;0.850378;0.933614
0.816688;0.847724;0.933614
0.81249;0.845002;0.933614
0.808287;0.842206;0.933614
0.804126;0.839445;0.933614
0.799972;0.836816;0.933614
0.795833;0.834178;0.933614
0.791701;0.831647;0.933614
0.787582;0.828988;0.933614
0.783432;0.826219;0.933614
0.779339;0.823768;0.933614
0.775223;0.821235;0.933614
0.771121;0.818526;0.933614
0.76706;0.816091;0.933614
0.762995;0.813548;0.933614
0.758973;0.811024;0.933614
0.754953;0.808524;0.933614
0.750909;0.805947;0.933614
0.74689;0.803404;0.933614
0.742892;0.800864;0.933614
0.738883;0.798358;0.933614
0.734926;0.795908;0.933614
0.730978;0.793534;0.933614
0.727046;0.791182;0.933614
0.723131;0.788644;0.933614
0.719219;0.786228;0.933614
0.715305;0.783613;0.933614
0.711389;0.781179;0.933614
0.707492;0.778722;0.933614
0.703657;0.776314;0.933614
0.699822;0.773941;0.933614
0.695993;0.771528;0.933614
0.692184;0.769107;0.933614
0.688364;0.766665;0.933614
0.684543;0.764211;0.933614
0.680818;0.761827;0.933614
0.677035;0.759316;0.933614
0.673302;0.756816;0.933614
0.669608;0.754346;0.933614
0.665898;0.751892;0.933614
0.662203;0.749402;0.933614
0.658554;0.74703;0.933614
0.6549;0.744577;0.933614
0.651282;0.742195;0.933614
0.647653;0.739798;0.933614
0.644054;0.737395;0.933614
0.640444;0.73503;0.933614
0.636893;0.732606;0.933614
0.633337;0.730271;0.933614
0.629786;0.727894;0.933614
0.626306;0.725607;0.933614
0.622838;0.723276;0.933614
0.619428;0.720962;0.933614
0.615987;0.718696;0.933614
0.612608;0.716459;0.933614
0.609221;0.714248;0.933614
0.605856;0.712016;0.933614
0.602535;0.709846;0.933614
0.599192;0.707722;0.933614
0.59587;0.705577;0.933614
0.592581;0.703463;0.933614
0.589334;0.701375;0.933614
0.586101;0.699345;0.933614
0.582912;0.697317;0.933614
0.579745;0.695372;0.933614
0.576591;0.693439;0.933614
0.57349;0.691579;0.933614
0.570368;0.689734;0.933614
0.567298;0.687923;0.933614
0.564267;0.686165;0.933614
0.561252;0.684439;0.933614
0.558245;0.682771;0.933614
0.555292;0.681131;0.933614
0.552354;0.679516;0.933614
0.549488;0.67795;0.933614
0.546605;0.676428;0.933614
0.543764;0.674953;0.933614
0.540944;0.673517;0.933614
0.538164;0.672108;0.933614
0.535444;0.670747;0.933614
0.532709;0.669413;0.933614
0.530085;0.668109;0.933614
0.52744;0.666838;0.933614
0.52483;0.665614;0.933614
0.522265;0.664395;0.933614
0.519711;0.663218;0.933614
0.517212;0.662037;0.933614
0.514722;0.660905;0.933614
0.512297;0.659783;0.933614
0.509937;0.658696;0.933614
0.507586;0.657608;0.933614
0.505304;0.656547;0.933614
0.503028;0.655508;0.933614
0.500768;0.654488;0.933614
0.498608;0.653457;0.933614
0.496505;0.652462;0.933614
0.494377;0.651469;0.933614
0.492361;0.650451;0.933614
0.490297;0.649514;0.933614
0.488259;0.648574;0.933614
0.486275;0.647559;0.933614
0.484408;0.646547;0.933614
0.48257;0.645601;0.933614
0.480693;0.644605;0.933614
0.479004;0.643612;0.933614
0.477264;0.642597;0.933614
0.475566;0.641607;0.933614
0.473896;0.640539;0.933614
0.47228;0.639484;0.933614
0.470791;0.638434;0.933614
0.46935;0.637331;0.933614
0.467962;0.636355;0.933614
0.466549;0.635301;0.933614
0.465257;0.634221;0.933614
0.464065;0.63313;0.933614
0.462791;0.632104;0.933614
