0;-1.5708;0;-1.5708;0;0;0;
0.00236346;-1.57173;0.00120483;-1.57345;0;0;0;
0.00472572;-1.57266;0.00239987;-1.57609;0;0;0;
0.00709683;-1.57359;0.003597;-1.57875;0;0;0;
0.00948606;-1.57454;0.00480398;-1.58141;0;0;0;
0.011865;-1.57547;0.00599158;-1.58407;0;0;0;
0.0142261;-1.57637;0.00715404;-1.58671;0;0;0;
0.0165863;-1.57728;0.00830839;-1.58933;0;0;0;
0.0189711;-1.57821;0.00947798;-1.59197;0;0;0;
0.021353;-1.57912;0.0106375;-1.59462;0;0;0;
0.0237088;-1.58001;0.0117636;-1.59723;0;0;0;
0.0260924;-1.58093;0.0129087;-1.59986;0;0;0;
0.0284776;-1.58184;0.0140477;-1.6025;0;0;0;
0.0308321;-1.58273;0.0151502;-1.60507;0;0;0;
0.033202;-1.58362;0.0162586;-1.60767;0;0;0;
0.0355784;-1.58451;0.0173647;-1.61029;0;0;0;
0.0379573;-1.58541;0.0184655;-1.61289;0;0;0;
0.0403254;-1.58629;0.019548;-1.61547;0;0;0;
0.042699;-1.58718;0.0206293;-1.61806;0;0;0;
0.0450618;-1.58806;0.021693;-1.62062;0;0;0;
0.0474285;-1.58893;0.0227515;-1.62319;0;0;0;
0.0498034;-1.58981;0.0238109;-1.62577;0;0;0;
0.05217;-1.59067;0.0248537;-1.62832;0;0;0;
0.0545419;-1.59154;0.0258952;-1.63089;0;0;0;
0.0569193;-1.5924;0.0269353;-1.63347;0;0;0;
0.0592724;-1.59324;0.0279437;-1.636;0;0;0;
0.0616366;-1.59409;0.0289565;-1.63855;0;0;0;
0.0640158;-1.59494;0.0299741;-1.64111;0;0;0;
0.0663722;-1.59577;0.0309634;-1.64364;0;0;0;
0.0687165;-1.5966;0.0319343;-1.64614;0;0;0;
0.0711084;-1.59747;0.0329443;-1.64869;0;0;0;
0.0734877;-1.59833;0.0339353;-1.65122;0;0;0;
0.0758726;-1.59917;0.0349215;-1.65377;0;0;0;
0.0782345;-1.6;0.0358819;-1.65627;0;0;0;
0.080603;-1.60082;0.0368368;-1.65879;0;0;0;
0.0829771;-1.60165;0.0377902;-1.66131;0;0;0;
0.085348;-1.60248;0.0387371;-1.66382;0;0;0;
0.0877189;-1.6033;0.0396762;-1.66632;0;0;0;
0.0901184;-1.60414;0.0406337;-1.66885;0;0;0;
0.0925053;-1.60496;0.0415691;-1.67137;0;0;0;
0.0949154;-1.60579;0.0425223;-1.67392;0;0;0;
0.0972879;-1.60661;0.0434319;-1.6764;0;0;0;
0.099654;-1.60742;0.0443323;-1.67887;0;0;0;
0.102041;-1.60824;0.0452396;-1.68136;0;0;0;
0.104403;-1.60903;0.0461205;-1.68383;0;0;0;
0.106769;-1.60982;0.0469977;-1.6863;0;0;0;
0.109151;-1.61061;0.0478823;-1.68879;0;0;0;
0.111523;-1.61141;0.0487496;-1.69125;0;0;0;
0.113916;-1.61222;0.0496298;-1.69373;0;0;0;
0.116278;-1.61301;0.0504765;-1.69616;0;0;0;
0.118664;-1.6138;0.0513331;-1.69863;0;0;0;
0.121024;-1.61456;0.0521616;-1.70107;0;0;0;
0.123421;-1.61535;0.0530168;-1.70355;0;0;0;
0.125817;-1.61614;0.0538625;-1.70602;0;0;0;
0.128218;-1.61693;0.0547089;-1.70849;0;0;0;
0.130594;-1.6177;0.0555215;-1.71093;0;0;0;
0.132966;-1.61847;0.0563268;-1.71335;0;0;0;
0.13536;-1.61925;0.0571399;-1.71579;0;0;0;
0.137722;-1.62;0.0579212;-1.7182;0;0;0;
0.140109;-1.62077;0.0587165;-1.72063;0;0;0;
0.142524;-1.62157;0.0595362;-1.72308;0;0;0;
0.144928;-1.62235;0.0603299;-1.72551;0;0;0;
0.147334;-1.62311;0.0611254;-1.72796;0;0;0;
0.14974;-1.62388;0.0619088;-1.7304;0;0;0;
0.152109;-1.62464;0.0626598;-1.73278;0;0;0;
0.15449;-1.62539;0.0634088;-1.73517;0;0;0;
0.156873;-1.62614;0.064157;-1.73757;0;0;0;
0.159254;-1.62689;0.0648906;-1.73995;0;0;0;
0.161618;-1.62762;0.065608;-1.74232;0;0;0;
0.164003;-1.62837;0.0663331;-1.74469;0;0;0;
0.166398;-1.62911;0.0670599;-1.74709;0;0;0;
0.168773;-1.62985;0.0677648;-1.74945;0;0;0;
0.17117;-1.63059;0.0684803;-1.75183;0;0;0;
0.173572;-1.63133;0.0691963;-1.75423;0;0;0;
0.175968;-1.63207;0.0699012;-1.75661;0;0;0;
0.178362;-1.6328;0.0705981;-1.75897;0;0;0;
0.18075;-1.63353;0.0712775;-1.76133;0;0;0;
0.183152;-1.63426;0.0719685;-1.76371;0;0;0;
0.185531;-1.63499;0.0726292;-1.76603;0;0;0;
0.187898;-1.6357;0.073275;-1.76835;0;0;0;
0.190282;-1.63641;0.0739222;-1.77068;0;0;0;
0.192673;-1.63713;0.0745683;-1.77301;0;0;0;
0.195065;-1.63785;0.0752188;-1.77536;0;0;0;
0.197484;-1.63857;0.0758803;-1.77773;0;0;0;
0.199876;-1.63929;0.0765137;-1.78005;0;0;0;
0.202263;-1.64001;0.0771326;-1.78235;0;0;0;
0.204674;-1.64074;0.0777745;-1.78469;0;0;0;
0.207074;-1.64145;0.0783903;-1.78701;0;0;0;
0.209463;-1.64216;0.0789987;-1.78931;0;0;0;
0.21186;-1.64286;0.079601;-1.79163;0;0;0;
0.214252;-1.64355;0.0801894;-1.79393;0;0;0;
0.216647;-1.64425;0.0807732;-1.79622;0;0;0;
0.219067;-1.64499;0.0813789;-1.79853;0;0;0;
0.221483;-1.6457;0.0819719;-1.80084;0;0;0;
0.2239;-1.64642;0.0825576;-1.80313;0;0;0;
0.226297;-1.64713;0.083125;-1.8054;0;0;0;
0.228699;-1.64784;0.0836938;-1.80768;0;0;0;
0.231091;-1.64851;0.0842384;-1.80996;0;0;0;
0.233513;-1.64921;0.0847968;-1.81225;0;0;0;
0.235917;-1.6499;0.0853421;-1.81452;0;0;0;
0.238322;-1.65059;0.0858821;-1.81679;0;0;0;
0.240725;-1.65127;0.0864096;-1.81906;0;0;0;
