0;1.5708;-1.5708;0;0;
6.88247e-06;1.57079;-1.57076;2.75299e-05;1.37649e-05;
1.37649e-05;1.57078;-1.57071;5.50597e-05;2.75299e-05;
2.067e-05;1.57078;-1.57067;8.25156e-05;4.134e-05;
2.75525e-05;1.57077;-1.57063;0.000110045;5.51049e-05;
3.44688e-05;1.57076;-1.57059;0.000137546;6.8773e-05;
4.13852e-05;1.57075;-1.57055;0.000165047;8.24411e-05;
4.82248e-05;1.57075;-1.57051;0.00019257;9.61203e-05;
5.49544e-05;1.57074;-1.57047;0.000220145;0.000109908;
6.18368e-05;1.57073;-1.57042;0.000247675;0.000123673;
6.87193e-05;1.57073;-1.57038;0.000275205;0.000137437;
7.62227e-05;1.57072;-1.57034;0.0003031;0.000151385;
8.31051e-05;1.57071;-1.5703;0.000330629;0.00016515;
8.99876e-05;1.57071;-1.57026;0.000358159;0.000178915;
9.69204e-05;1.5707;-1.57022;0.000386225;0.000192947;
0.000104269;1.57069;-1.57018;0.000412913;0.000207645;
0.000111555;1.57068;-1.57014;0.000440385;0.000221381;
0.000118471;1.57068;-1.57009;0.000467886;0.000235049;
0.000124463;1.57067;-1.57005;0.000495529;0.000248788;
0.000131379;1.57066;-1.57001;0.00052303;0.000262456;
0.000138295;1.57066;-1.56997;0.00055053;0.000276124;
0.0001452;1.57065;-1.56993;0.000577986;0.000289934;
0.000152083;1.57064;-1.56989;0.000605516;0.000303699;
0.000158965;1.57064;-1.56985;0.000633045;0.000317463;
0.000165771;1.57063;-1.5698;0.000660597;0.000331239;
0.000172611;1.57062;-1.56976;0.00068812;0.000344919;
0.000180509;1.57062;-1.56972;0.000713817;0.000360716;
0.0001879;1.57061;-1.56968;0.000740921;0.000373038;
0.000194793;1.5706;-1.56964;0.000768492;0.000386823;
0.000201675;1.57059;-1.5696;0.000796021;0.000400588;
0.000207165;1.57059;-1.56956;0.000823759;0.000414457;
0.000213356;1.57058;-1.56951;0.000851028;0.000426839;
0.000220162;1.57058;-1.56947;0.00087858;0.000440615;
0.00022916;1.57057;-1.56943;0.000903414;0.000453032;
0.000236042;1.57056;-1.56939;0.000930944;0.000466797;
0.000247312;1.57055;-1.56935;0.000956935;0.000476482;
0.000255232;1.57054;-1.5693;0.000984343;0.000490186;
0.000262038;1.57053;-1.56926;0.0010119;0.000503962;
0.000268921;1.57053;-1.56922;0.00103942;0.000517727;
0.000275803;1.57052;-1.56918;0.00106695;0.000531491;
0.000280901;1.57052;-1.56914;0.00109475;0.000545388;
0.00028909;1.57051;-1.5691;0.0011221;0.000559066;
0.000294185;1.5705;-1.56906;0.00114989;0.000572958;
0.000300974;1.5705;-1.56901;0.00117688;0.000586537;
0.000308456;1.57049;-1.56898;0.00120681;0.0006015;
0.000315262;1.57048;-1.56893;0.00123436;0.000615276;
0.000323262;1.57047;-1.56889;0.0012596;0.000631667;
0.000330159;1.57047;-1.56885;0.0012871;0.000645461;
0.000334868;1.57046;-1.56881;0.00131496;0.000659389;
0.00034175;1.57045;-1.56877;0.00134249;0.000673153;
0.00034746;1.57045;-1.56873;0.00136932;0.000686573;
0.000354342;1.57044;-1.56868;0.00139685;0.000700337;
0.000361081;1.57043;-1.56864;0.00142622;0.000713655;
0.000368037;1.57043;-1.5686;0.00145369;0.00072721;
0.000373601;1.57042;-1.56856;0.0014804;0.000740483;
0.000380523;1.57042;-1.56852;0.00150789;0.000754134;
0.000385093;1.57041;-1.56848;0.00153568;0.000768111;
0.000391975;1.5704;-1.56844;0.00156321;0.000781875;
0.000398689;1.5704;-1.56839;0.00159072;0.000795468;
0.000404696;1.57039;-1.56835;0.00161874;0.000808864;
0.000411578;1.57038;-1.56831;0.00164627;0.000822628;
0.000418406;1.57038;-1.56827;0.00167374;0.000836449;
0.000427511;1.57037;-1.56823;0.00170088;0.0008501;
0.000434393;1.57036;-1.56819;0.00172841;0.000863864;
0.000441171;1.57035;-1.56815;0.00175552;0.00087742;
0.000448053;1.57035;-1.5681;0.00178305;0.000891184;
0.000454859;1.57034;-1.56806;0.0018106;0.000904959;
0.000461664;1.57033;-1.56802;0.00183815;0.000918734;
0.000463035;1.57033;-1.56798;0.00186639;0.00093294;
0.00046994;1.57033;-1.56794;0.00189385;0.000946749;
0.000476822;1.57032;-1.5679;0.00192138;0.000960513;
0.000483704;1.57031;-1.56786;0.0019489;0.000974277;
