0.45361;0.265538;0.332431
0.450602;0.26655;0.332836
0.447563;0.267535;0.33323
0.444496;0.268496;0.333617
0.441459;0.269429;0.333993
0.43847;0.270335;0.334358
0.435478;0.271218;0.334716
0.432506;0.272078;0.335064
0.429564;0.272918;0.335406
0.426643;0.273736;0.335739
0.423739;0.274532;0.336064
0.420844;0.275308;0.336381
0.417993;0.276069;0.336693
0.415185;0.276809;0.336997
0.412357;0.277532;0.337294
0.409541;0.278238;0.337585
0.406774;0.278927;0.337869
0.404059;0.279598;0.338146
0.401403;0.280251;0.338416
0.398748;0.280891;0.338681
0.396152;0.281514;0.33894
0.393602;0.282123;0.339193
0.391073;0.282719;0.339441
0.388624;0.283297;0.339682
0.386221;0.283863;0.339918
0.383817;0.284416;0.340149
0.381457;0.284956;0.340375
0.379207;0.285479;0.340594
0.376952;0.285991;0.340809
0.374762;0.286491;0.341018
0.372678;0.286973;0.341221
0.37063;0.287444;0.341419
0.368657;0.287902;0.341612
0.366737;0.288347;0.3418
0.364832;0.288782;0.341984
0.363025;0.289204;0.342162
0.361289;0.289612;0.342334
0.359615;0.290009;0.342502
0.357979;0.290396;0.342666
0.35637;0.290773;0.342826
0.354838;0.291138;0.342981
0.353424;0.291486;0.343128
0.352073;0.291825;0.343273
0.350775;0.292154;0.343412
0.349541;0.292471;0.343547
0.34835;0.292777;0.343678
0.347195;0.293077;0.343806
0.346126;0.293369;0.34393
0.345138;0.293646;0.344048
0.34427;0.293909;0.34416
0.343412;0.294164;0.344269
0.342659;0.29441;0.344374
0.341959;0.294645;0.344475
0.34135;0.294868;0.34457
0.340765;0.295086;0.344664
0.340287;0.295292;0.344752
0.339873;0.295491;0.344837
0.339515;0.295682;0.344919
0.339243;0.295863;0.344997
0.339038;0.296034;0.34507
0.338927;0.2962;0.345141
0.338908;0.296356;0.345208
0.338943;0.296501;0.34527
0.339049;0.296645;0.345332
0.339174;0.296783;0.345391
0.339368;0.296918;0.34545
0.339652;0.297044;0.345503
0.340044;0.297165;0.345555
0.340527;0.297279;0.345605
0.341042;0.29739;0.345652
0.341621;0.297498;0.345699
0.342286;0.297602;0.345744
0.342969;0.29771;0.34579
0.343755;0.297816;0.345836
0.344596;0.297919;0.34588
0.345547;0.298017;0.345922
0.346518;0.298119;0.345966
0.347559;0.298217;0.346008
0.348685;0.298318;0.346052
0.34988;0.298421;0.346096
0.351153;0.29852;0.346139
0.352488;0.298623;0.346183
0.353872;0.298728;0.346229
0.355296;0.298838;0.346276
0.356856;0.298944;0.346322
0.358426;0.29906;0.346372
0.360045;0.299179;0.346423
0.361726;0.299301;0.346476
0.363458;0.299429;0.346531
0.365277;0.29956;0.346588
0.367154;0.299701;0.346649
0.36907;0.299847;0.346712
0.371041;0.299994;0.346776
0.373076;0.300153;0.346844
0.375158;0.300318;0.346916
0.377292;0.300496;0.346993
0.379479;0.30067;0.347068
0.381723;0.300857;0.347149
0.383985;0.301046;0.347231
0.386306;0.301237;0.347314
0.38867;0.301439;0.347402
0.391105;0.301658;0.347497
0.393615;0.301882;0.347594
0.39614;0.302109;0.347692
0.398724;0.302348;0.347796
0.401328;0.302598;0.347905
0.403981;0.302855;0.348017
0.406666;0.303114;0.348129
0.409412;0.303386;0.348248
0.412198;0.30366;0.348367
0.415017;0.303929;0.348485
0.417866;0.304217;0.34861
0.420733;0.30452;0.348743
0.42365;0.304821;0.348874
0.426631;0.305114;0.349002
0.429632;0.305427;0.349139
0.432651;0.305735;0.349274
0.435687;0.306063;0.349417
0.438759;0.306392;0.349561
0.441889;0.306715;0.349703
0.445053;0.307038;0.349845
0.448211;0.307366;0.349989
0.451425;0.307713;0.350141
0.45464;0.308058;0.350293
0.457882;0.308393;0.35044
0.461132;0.308747;0.350596
0.464426;0.309095;0.350749
0.467717;0.309425;0.350895
0.471042;0.309754;0.35104
0.474392;0.310084;0.351186
0.477763;0.310396;0.351323
0.481131;0.310723;0.351468
0.484572;0.311031;0.351604
0.488024;0.311341;0.351741
0.491489;0.311634;0.351871
0.494993;0.311917;0.351996
0.498515;0.31217;0.352108
0.502047;0.312439;0.352227
0.505592;0.312692;0.35234
0.509167;0.31293;0.352446
0.512753;0.31316;0.352547
0.516394;0.313381;0.352645
0.520024;0.313585;0.352736
0.523727;0.313772;0.352819
0.527428;0.313942;0.352895
0.531146;0.314104;0.352967
0.53495;0.314245;0.35303
0.538729;0.314362;0.353082
0.54255;0.314474;0.353132
0.546385;0.314574;0.353177
0.550276;0.31467;0.353219
0.554204;0.31474;0.35325
