0;1.5708;-1.5708;0;0;
8.34622e-05;1.57071;-1.5703;0.000333849;0.000166924;
0.000166924;1.57063;-1.56979;0.000667697;0.000333849;
-0.00209881;1.5729;-1.56077;-0.00834132;-0.00414368;
-0.00345085;1.57425;-1.54793;-0.0138143;-0.0279283;
0.0113904;1.55941;-1.54444;-0.0186413;-0.0410734;
0.0148401;1.55596;-1.52374;-0.0439182;-0.0537119;
0.0126181;1.55818;-1.50371;-0.052806;-0.091524;
0.0207799;1.55002;-1.4807;-0.0722484;-0.12733;
0.0338817;1.53691;-1.4588;-0.0954201;-0.157832;
0.0418259;1.52897;-1.43643;-0.114331;-0.19272;
0.0563487;1.51445;-1.41685;-0.137324;-0.217907;
0.065315;1.50548;-1.40097;-0.153068;-0.241225;
0.0723601;1.49844;-1.38568;-0.165367;-0.267791;
0.0803311;1.49047;-1.37131;-0.179709;-0.28787;
0.0844426;1.48635;-1.35511;-0.193972;-0.310423;
0.0922354;1.47856;-1.34374;-0.203991;-0.330223;
0.0990113;1.47178;-1.33086;-0.216559;-0.348545;
0.10437;1.46643;-1.31995;-0.22548;-0.366779;
0.10949;1.46131;-1.30952;-0.234552;-0.383485;
0.116755;1.45404;-1.29897;-0.244639;-0.400373;
0.12095;1.44985;-1.28748;-0.254871;-0.416439;
0.12547;1.44533;-1.27694;-0.26484;-0.430817;
0.131231;1.43957;-1.26591;-0.275316;-0.447175;
0.136927;1.43387;-1.25627;-0.284143;-0.462628;
0.141367;1.42943;-1.2474;-0.291676;-0.477128;
0.146057;1.42474;-1.23765;-0.300667;-0.491276;
0.150225;1.42057;-1.22838;-0.309505;-0.504036;
0.154367;1.41643;-1.2195;-0.317037;-0.518104;
0.159121;1.41168;-1.21172;-0.324052;-0.53075;
0.163844;1.40695;-1.20402;-0.331087;-0.543377;
0.168216;1.40258;-1.19589;-0.338941;-0.554909;
0.172818;1.39798;-1.18778;-0.346805;-0.566731;
0.176937;1.39386;-1.18012;-0.353061;-0.579783;
0.180596;1.3902;-1.17215;-0.360005;-0.592017;
0.184822;1.38597;-1.16461;-0.366782;-0.603834;
0.189213;1.38158;-1.15796;-0.373027;-0.613962;
0.193621;1.37718;-1.15137;-0.379083;-0.62449;
0.197785;1.37301;-1.14492;-0.384912;-0.634663;
0.201612;1.36918;-1.13764;-0.391636;-0.645565;
0.205824;1.36497;-1.13038;-0.398334;-0.656917;
0.210038;1.36076;-1.12371;-0.404488;-0.667626;
0.214663;1.35613;-1.11707;-0.410917;-0.678156;
0.218819;1.35198;-1.11064;-0.417077;-0.687803;
0.222847;1.34795;-1.10454;-0.422714;-0.69778;
0.22648;1.34432;-1.09793;-0.428708;-0.708075;
0.230077;1.34072;-1.09164;-0.434495;-0.717791;
0.234045;1.33675;-1.0856;-0.439959;-0.727916;
0.237773;1.33302;-1.07931;-0.445692;-0.73824;
0.241164;1.32963;-1.07323;-0.451281;-0.747626;
0.244738;1.32606;-1.06706;-0.456971;-0.757059;
0.248476;1.32232;-1.06095;-0.462665;-0.766645;
0.252131;1.31866;-1.05494;-0.468485;-0.775922;
0.255876;1.31492;-1.04924;-0.473747;-0.785388;
0.259528;1.31127;-1.0437;-0.478858;-0.794656;
0.263258;1.30754;-1.03822;-0.484234;-0.802829;
0.266693;1.3041;-1.03289;-0.488984;-0.811425;
0.269998;1.3008;-1.02737;-0.494087;-0.820029;
0.273641;1.29716;-1.0219;-0.499409;-0.828608;
0.276939;1.29386;-1.01655;-0.504324;-0.836781;
0.280363;1.29043;-1.01088;-0.509865;-0.845519;
0.284052;1.28674;-1.00587;-0.514408;-0.854339;
0.287562;1.28323;-1.00071;-0.519162;-0.863043;
0.290468;1.28033;-0.995208;-0.524385;-0.871675;
0.293604;1.27719;-0.989862;-0.529351;-0.879969;
0.296759;1.27404;-0.984871;-0.53399;-0.88792;
0.300037;1.27076;-0.980135;-0.538244;-0.896065;
0.303374;1.26742;-0.974906;-0.543342;-0.904047;
0.306603;1.26419;-0.970289;-0.547632;-0.911562;
0.309795;1.261;-0.965426;-0.552296;-0.919213;
0.312955;1.25784;-0.960593;-0.556782;-0.92717;
0.316176;1.25462;-0.955968;-0.561103;-0.934896;
0.319419;1.25138;-0.951004;-0.565914;-0.942657;
0.322467;1.24833;-0.946097;-0.570344;-0.9508;
0.325396;1.2454;-0.941494;-0.574727;-0.958199;
0.328371;1.24243;-0.936889;-0.579096;-0.965599;
0.331332;1.23946;-0.932422;-0.58333;-0.97301;
0.334306;1.23649;-0.927509;-0.587892;-0.981169;
0.337521;1.23327;-0.923037;-0.592261;-0.988268;
0.340689;1.23011;-0.918439;-0.596828;-0.996118;
0.343635;1.22716;-0.914037;-0.600875;-1.00331;
0.346385;1.22441;-0.909495;-0.605241;-1.01052;
0.349373;1.22142;-0.904998;-0.609419;-1.01798;
0.352282;1.21851;-0.900664;-0.613606;-1.02511;
0.355298;1.2155;-0.896088;-0.618066;-1.03239;
0.358104;1.21269;-0.89166;-0.622275;-1.03944;
0.361319;1.20948;-0.887482;-0.626431;-1.0465;
0.364246;1.20655;-0.883298;-0.630291;-1.05373;
0.367287;1.20351;-0.879189;-0.634263;-1.06073;
0.370283;1.20051;-0.87495;-0.638428;-1.06775;
